category,feature,status,evidence,files,tables,works,gap,risk,solution,priority
"2 Question bank","Difficulty","PARTIAL","E04: Question-bank source and import test; both runtime probe artifacts / E14: Live SHOW CREATE TABLE/SHOW INDEX inspection versus migrations/test schema","app/Http/Controllers/OnlineExamController.php:376-451,813-1015; app/Models/QuestionBank.php; resources/views/admin/online_exam/{question_bank,bank_modal,questions}.blade.php; resources/views/teacher/online_exam/question_bank.blade.php / docs/online-exams-audit/live-schema.json; database/migrations/*online_exam*.php; database/migrations/2026_07_02_125458_create_question_banks_table.php; tests/Feature/Support/OnlineExamTestHelper.php","question_banks; online_exam_questions; subjects / all seven exam/question-bank tables","Bank has subject and easy/medium/hard fields.","Cross-school subject references accepted; difficulty not used for generation/filtering.","Wrong tenant linkage and weak organization.","Scoped subject rule and indexed metadata filters.","HIGH"
"2 Question bank","Search","PARTIAL","E04: Question-bank source and import test; both runtime probe artifacts","app/Http/Controllers/OnlineExamController.php:376-451,813-1015; app/Models/QuestionBank.php; resources/views/admin/online_exam/{question_bank,bank_modal,questions}.blade.php; resources/views/teacher/online_exam/question_bank.blade.php","question_banks; online_exam_questions; subjects","Teacher text/subject search and admin server text query; pagination.","Teacher bank route shadowed; admin search UI absent; no taxonomy/difficulty filters.","Bank inaccessible or hard to manage.","Fix route order; expose bounded indexed filters.","HIGH"
"2 Question bank","Filters","PARTIAL","E04: Question-bank source and import test; both runtime probe artifacts","app/Http/Controllers/OnlineExamController.php:376-451,813-1015; app/Models/QuestionBank.php; resources/views/admin/online_exam/{question_bank,bank_modal,questions}.blade.php; resources/views/teacher/online_exam/question_bank.blade.php","question_banks; online_exam_questions; subjects","Teacher text/subject search and admin server text query; pagination.","Teacher bank route shadowed; admin search UI absent; no taxonomy/difficulty filters.","Bank inaccessible or hard to manage.","Fix route order; expose bounded indexed filters.","HIGH"
"2 Question bank","Usage history","PARTIAL","E04: Question-bank source and import test; both runtime probe artifacts / E14: Live SHOW CREATE TABLE/SHOW INDEX inspection versus migrations/test schema","app/Http/Controllers/OnlineExamController.php:376-451,813-1015; app/Models/QuestionBank.php; resources/views/admin/online_exam/{question_bank,bank_modal,questions}.blade.php; resources/views/teacher/online_exam/question_bank.blade.php / docs/online-exams-audit/live-schema.json; database/migrations/*online_exam*.php; database/migrations/2026_07_02_125458_create_question_banks_table.php; tests/Feature/Support/OnlineExamTestHelper.php","question_banks; online_exam_questions; subjects / all seven exam/question-bank tables","Imported question retains question_bank_id.","No history view/version/reference integrity.","Cannot confidently establish usage/version.","Immutable versions and usage queries; retain source tombstones.","MEDIUM"
"2 Question bank","Categories","MISSING","E04: Question-bank source and import test; both runtime probe artifacts / E20: Filename + concept search and connected path inspection","app/Http/Controllers/OnlineExamController.php:376-451,813-1015; app/Models/QuestionBank.php; resources/views/admin/online_exam/{question_bank,bank_modal,questions}.blade.php; resources/views/teacher/online_exam/question_bank.blade.php / docs/online-exams-audit/{core-search-files,concept-search-files}.txt; app/Http/Controllers/OnlineExamController.php; app/Models/OnlineExam*.php; routes/web.php; app/Console/Kernel.php","question_banks; online_exam_questions; subjects / exam-owned tables; no supporting implementation found","No connected implementation found.","No supporting route/service/storage/UI workflow found.","Target workflow is unavailable.","Extend existing bank with versioned metadata/moderation and validated import/export; retain current IDs.","MEDIUM"
"2 Question bank","Topics","MISSING","E04: Question-bank source and import test; both runtime probe artifacts / E20: Filename + concept search and connected path inspection","app/Http/Controllers/OnlineExamController.php:376-451,813-1015; app/Models/QuestionBank.php; resources/views/admin/online_exam/{question_bank,bank_modal,questions}.blade.php; resources/views/teacher/online_exam/question_bank.blade.php / docs/online-exams-audit/{core-search-files,concept-search-files}.txt; app/Http/Controllers/OnlineExamController.php; app/Models/OnlineExam*.php; routes/web.php; app/Console/Kernel.php","question_banks; online_exam_questions; subjects / exam-owned tables; no supporting implementation found","No connected implementation found.","No supporting route/service/storage/UI workflow found.","Target workflow is unavailable.","Extend existing bank with versioned metadata/moderation and validated import/export; retain current IDs.","MEDIUM"
"2 Question bank","Learning outcomes","MISSING","E04: Question-bank source and import test; both runtime probe artifacts / E20: Filename + concept search and connected path inspection","app/Http/Controllers/OnlineExamController.php:376-451,813-1015; app/Models/QuestionBank.php; resources/views/admin/online_exam/{question_bank,bank_modal,questions}.blade.php; resources/views/teacher/online_exam/question_bank.blade.php / docs/online-exams-audit/{core-search-files,concept-search-files}.txt; app/Http/Controllers/OnlineExamController.php; app/Models/OnlineExam*.php; routes/web.php; app/Console/Kernel.php","question_banks; online_exam_questions; subjects / exam-owned tables; no supporting implementation found","No connected implementation found.","No supporting route/service/storage/UI workflow found.","Target workflow is unavailable.","Extend existing bank with versioned metadata/moderation and validated import/export; retain current IDs.","MEDIUM"
"2 Question bank","Bloom's taxonomy","MISSING","E04: Question-bank source and import test; both runtime probe artifacts / E20: Filename + concept search and connected path inspection","app/Http/Controllers/OnlineExamController.php:376-451,813-1015; app/Models/QuestionBank.php; resources/views/admin/online_exam/{question_bank,bank_modal,questions}.blade.php; resources/views/teacher/online_exam/question_bank.blade.php / docs/online-exams-audit/{core-search-files,concept-search-files}.txt; app/Http/Controllers/OnlineExamController.php; app/Models/OnlineExam*.php; routes/web.php; app/Console/Kernel.php","question_banks; online_exam_questions; subjects / exam-owned tables; no supporting implementation found","No connected implementation found.","No supporting route/service/storage/UI workflow found.","Target workflow is unavailable.","Extend existing bank with versioned metadata/moderation and validated import/export; retain current IDs.","MEDIUM"
"2 Question bank","Tags","MISSING","E04: Question-bank source and import test; both runtime probe artifacts / E20: Filename + concept search and connected path inspection","app/Http/Controllers/OnlineExamController.php:376-451,813-1015; app/Models/QuestionBank.php; resources/views/admin/online_exam/{question_bank,bank_modal,questions}.blade.php; resources/views/teacher/online_exam/question_bank.blade.php / docs/online-exams-audit/{core-search-files,concept-search-files}.txt; app/Http/Controllers/OnlineExamController.php; app/Models/OnlineExam*.php; routes/web.php; app/Console/Kernel.php","question_banks; online_exam_questions; subjects / exam-owned tables; no supporting implementation found","No connected implementation found.","No supporting route/service/storage/UI workflow found.","Target workflow is unavailable.","Extend existing bank with versioned metadata/moderation and validated import/export; retain current IDs.","MEDIUM"
"2 Question bank","Draft state","MISSING","E04: Question-bank source and import test; both runtime probe artifacts / E20: Filename + concept search and connected path inspection","app/Http/Controllers/OnlineExamController.php:376-451,813-1015; app/Models/QuestionBank.php; resources/views/admin/online_exam/{question_bank,bank_modal,questions}.blade.php; resources/views/teacher/online_exam/question_bank.blade.php / docs/online-exams-audit/{core-search-files,concept-search-files}.txt; app/Http/Controllers/OnlineExamController.php; app/Models/OnlineExam*.php; routes/web.php; app/Console/Kernel.php","question_banks; online_exam_questions; subjects / exam-owned tables; no supporting implementation found","No connected implementation found.","No supporting route/service/storage/UI workflow found.","Target workflow is unavailable.","Extend existing bank with versioned metadata/moderation and validated import/export; retain current IDs.","MEDIUM"
"2 Question bank","Approved state","MISSING","E04: Question-bank source and import test; both runtime probe artifacts / E20: Filename + concept search and connected path inspection","app/Http/Controllers/OnlineExamController.php:376-451,813-1015; app/Models/QuestionBank.php; resources/views/admin/online_exam/{question_bank,bank_modal,questions}.blade.php; resources/views/teacher/online_exam/question_bank.blade.php / docs/online-exams-audit/{core-search-files,concept-search-files}.txt; app/Http/Controllers/OnlineExamController.php; app/Models/OnlineExam*.php; routes/web.php; app/Console/Kernel.php","question_banks; online_exam_questions; subjects / exam-owned tables; no supporting implementation found","No connected implementation found.","No supporting route/service/storage/UI workflow found.","Target workflow is unavailable.","Extend existing bank with versioned metadata/moderation and validated import/export; retain current IDs.","MEDIUM"
"2 Question bank","Rejected state","MISSING","E04: Question-bank source and import test; both runtime probe artifacts / E20: Filename + concept search and connected path inspection","app/Http/Controllers/OnlineExamController.php:376-451,813-1015; app/Models/QuestionBank.php; resources/views/admin/online_exam/{question_bank,bank_modal,questions}.blade.php; resources/views/teacher/online_exam/question_bank.blade.php / docs/online-exams-audit/{core-search-files,concept-search-files}.txt; app/Http/Controllers/OnlineExamController.php; app/Models/OnlineExam*.php; routes/web.php; app/Console/Kernel.php","question_banks; online_exam_questions; subjects / exam-owned tables; no supporting implementation found","No connected implementation found.","No supporting route/service/storage/UI workflow found.","Target workflow is unavailable.","Extend existing bank with versioned metadata/moderation and validated import/export; retain current IDs.","MEDIUM"
"2 Question bank","Retired state","MISSING","E04: Question-bank source and import test; both runtime probe artifacts / E20: Filename + concept search and connected path inspection","app/Http/Controllers/OnlineExamController.php:376-451,813-1015; app/Models/QuestionBank.php; resources/views/admin/online_exam/{question_bank,bank_modal,questions}.blade.php; resources/views/teacher/online_exam/question_bank.blade.php / docs/online-exams-audit/{core-search-files,concept-search-files}.txt; app/Http/Controllers/OnlineExamController.php; app/Models/OnlineExam*.php; routes/web.php; app/Console/Kernel.php","question_banks; online_exam_questions; subjects / exam-owned tables; no supporting implementation found","No connected implementation found.","No supporting route/service/storage/UI workflow found.","Target workflow is unavailable.","Extend existing bank with versioned metadata/moderation and validated import/export; retain current IDs.","MEDIUM"
